title,area,property_type,price_annual,bedrooms,bathrooms,toilets,has_pool,has_gym,has_parking,has_bq,has_elevator,is_newly_built,is_furnished,is_serviced,has_security,has_generator,has_ac,has_wifi,has_water
A 6bedroom Bungalow At Off Allen Avenue,Off Allen Allen Avenue Ikeja,Apartment,10000000.0,6.0,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Room Self Contained,Alausa Ikeja,Apartment,600000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Room Self Contained,Adeniyi Jones Ikeja,Apartment,1200000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newly Renovated Room Self Contained,Opebi Ikeja,Apartment,1250000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Room Self Contain,Awolowo Way Ikeja,Apartment,1100000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 Bedroom Flat,Unity Road Ikeja,Apartment,3500000.0,4.0,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 Bedroom Flat,Mende Maryland,Apartment,7000000.0,3.0,3.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0
3 Bedroom Flat,In A Estate Adeniyi Jones Ikeja,Apartment,8000000.0,3.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0
2 Units Of 4bedroom Flat At Opebi Awuse 7.5m,Awuse Estate Opebi Ikeja,Apartment,7500000.0,4.0,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mini Flat,Onigbongbo Maryland,Apartment,1500000.0,1.0,1.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0
Furnished 3bedroom Terrace Duplex Single Tenant,Ikeja Gra Ikeja,Duplex,40000000.0,3.0,3.0,5.0,0,0,0,1,0,0,1,0,1,0,0,1,0
A Room Self Contained,Allen Avenue Ikeja,Apartment,1000000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bungalow,Awolowo Way Ikeja,Apartment,20000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 Bedroom Flat,Olowora Ojodu,Apartment,4500000.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Bedroom Flat,Magodo Gra Phase 1 Ojodu,Apartment,3500000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Room Self Contain,Adeniyi Jones Ikeja,Apartment,1200000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Lovely 4bedroom Terrace Duplex In An Estate,Alausa Ikeja,Duplex,10000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
4 Bedroom Semi Detached Duplex,Allen Avenue Ikeja,Duplex,15000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 Bedroom Terrace Duplex,Magodo Gra Phase 1 Ojodu,Duplex,7000000.0,3.0,3.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Units Of 3 Bedroom Flat,Omole Phase 1 Ojodu,Apartment,4000000.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
A 4bedroom Semi Detached Duplex At Opebi,Opebi Ikeja,Duplex,20000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Lovely And Serviced 3bedroom Flat At Allen,Allen Avenue Ikeja,Apartment,8500000.0,3.0,3.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
Room Self Contained,Millenuim/Ups Gbagada,Apartment,2000000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 Bedroom Flat,Opebi Ikeja,Apartment,6000000.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 Bedroom Flat,Magodo Gra Phase 2 Kosofe/Ikosi,Apartment,8000000.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Bedroom Flat,Ketu Kosofe/Ikosi,Apartment,4000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Room Self Contain,Allen Avenue Ikeja,Apartment,1000000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detached House Measuring 1000sqm,Toyin Street Ikeja,Duplex,50000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Bedroom Flat,Olowora Ojodu,Apartment,2000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Bedroom Flat,Ilasan Lekki,Apartment,5000000.0,2.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lovely Service 3 Bedroom Flat,Ikate Ikate Lekki,Apartment,15000000.0,3.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 Bedroom Flat,Off Admiralty Way Lekki Phase 1 Lekki,Apartment,7500000.0,3.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Bedroom Flat,Ologolo Ologolo Lekki,Apartment,5000000.0,2.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lovely 5 Bedroom Duplex,Peacock Osapa London Lekki,Duplex,35000000.0,5.0,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lovely Service 3 Bedroom Flat,Off Admiralty Way Lekki Phase 1 Lekki,Apartment,20000000.0,3.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Bedroom Flat,Ikate Ikate Lekki,Apartment,8000000.0,2.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Bedroom Flat,Ilasan Ilasan Lekki,Apartment,6000000.0,2.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Bedroom Flat,Agungi Lekki,Apartment,4500000.0,2.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Bedroom Flat,Pinnacle Axis Marwa Lekki,Apartment,10000000.0,2.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mini Flat,Agungi Lekki,Apartment,3500000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 Bedroom Flat,Agungi Agungi Lekki,Apartment,5500000.0,3.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 Bedroom Terrace Duplex,Ikate Ikate Lekki,Duplex,10000000.0,3.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Bedroom Flat,Agungi Agungi Lekki,Apartment,6000000.0,2.0,3.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 Bedroom Flat,Chevy View Chevron Lekki,Apartment,5500000.0,2.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 Bedroom Flat,Off Admiralty Lekki Phase 1 Lekki,Apartment,14000000.0,3.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mini Flat,Eletu Osapa London Lekki,Apartment,3000000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
To Let Executive Room Self Contain At Shomolu,Shomolu Shomolu,Apartment,1000000.0,1.0,1.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0
Hall With 2 Bedroom Flat,Berger Ojodu,Apartment,7000000.0,2.0,2.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0
To Let Executive New 2 Bedroom Duplex,Berger Ojodu,Duplex,4500000.0,2.0,2.0,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0
Executive 2 Bedroom Flat,Isheri North Ojodu,Apartment,2500000.0,2.0,2.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0
Standard 3 Bedroom Flat,Berger Ojodu,Apartment,2200000.0,3.0,3.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0
To Let Executive 3 Bedroom Flat At Shomolu Lagos,Shomolu Shomolu,Apartment,4500000.0,3.0,3.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0
To Let Standard 3 Bedroom Flat,Isheri North Ojodu,Apartment,3500000.0,3.0,3.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0
To Let Executive New Mini Flat,Shomolu Shomolu,Apartment,1800000.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0
Standard Mini Flat,Magodo Gra Phase 1 Ojodu,Apartment,2000000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0
3 Bedroom Flat,Governors Road Ikotun/Igando,Apartment,3500000.0,3.0,3.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0
Executive 3 Bedroom Flat,Magodo Gra Phase 1 Ojodu,Apartment,6000000.0,3.0,3.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0
To Let Standard 3 Bedroom Flat,Onike Yaba,Apartment,5000000.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0
Executive 5 Bedroom Duplex,Omole Phase 2 Ojodu,Duplex,25000000.0,5.0,5.0,5.0,0,0,1,1,0,1,0,0,1,0,0,0,0
New 2 Bedroom Flat,Magodo Gra Phase 1 Ojodu,Apartment,3500000.0,2.0,2.0,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0
Room Self Contained,Unity Estate Ojodu,Apartment,1200000.0,1.0,1.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0
To Let Executive Room Self Contained,Yakoyo/Alagbole Ojodu,Apartment,1200000.0,1.0,1.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0
To Let New Room Self Contain At Ishaga Surulere,Idi Araba Surulere,Apartment,1000000.0,1.0,1.0,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0
To Let Standard 2 Bedroom Flat,Alagbole Yakoyo/Alagbole Ojodu,Apartment,2200000.0,2.0,2.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0
Executive New Mini Flat,Shomolu Shomolu,Apartment,2700000.0,1.0,1.0,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0
Newly Built 2 Bedroom Flat,Berger Ojodu,Apartment,3000000.0,2.0,2.0,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0
To Let New Miniflat At Ikate Surulere Lagos,Western Avenue Surulere,Apartment,2000000.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0
New Mini Flat,Ago Palace Okota,Apartment,1500000.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0
Executive 3 Bedroom Flat,Berger Ojodu,Apartment,5000000.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0
Troom Self Contain,Shomolu Shomolu,Apartment,800000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0
Executive New Room Self Contained,Fadeyi Shomolu,Apartment,1000000.0,1.0,1.0,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0
Executive 2 Bedroom Duplex,Shomolu Shomolu,Duplex,4000000.0,2.0,2.0,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0
4 Bedroom Terraced Duplex,Allen Avenue Ikeja,Duplex,20000000.0,4.0,4.0,4.0,0,0,1,1,0,0,0,0,1,0,0,0,0
Standard Room Self Contained,Bariga Shomolu,Apartment,700000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0
To Let New Miniflat Off Ojuelegba Surulere,Ojuelegba Surulere,Apartment,2200000.0,1.0,1.0,1.0,0,0,0,0,1,1,0,0,1,0,0,0,0
To Let Furnished 3 Bedroom Flat At Ogba Lagos,Ogba Bus Stop Ogba,Apartment,13000000.0,3.0,3.0,3.0,0,0,1,0,0,0,1,0,1,0,0,0,0
To Let Executive 2 Bedroom Flat,Isheri North Ojodu,Apartment,5000000.0,2.0,2.0,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0
To Let Executive New 3 Bedroom Duplex,Berger Ojodu,Duplex,5500000.0,3.0,3.0,3.0,0,0,1,0,0,1,0,0,1,0,0,0,0
To Let Executive New Mini Flat,Berger Ojodu,Apartment,2500000.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0
To Let Standard 4 Bedroom Flat,Yakoyo/Alagbole Ojodu,Apartment,3200000.0,4.0,4.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0
To Let New Miniflat At Ikate Surulere Lagos,Ishaga Road Surulere,Apartment,2000000.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0
Executive 4 Bedroom Terrace Duplex,Berger Ojodu,Duplex,10000000.0,4.0,4.0,4.0,0,0,1,1,0,1,0,0,1,0,0,0,0
Executive 4 Bedroom Duplex,Omole Phase 2 Ojodu,Duplex,20000000.0,4.0,4.0,4.0,0,0,1,1,0,1,0,0,1,0,0,0,0
Executive Mini Flat,Omole Phase 2 Ojodu,Apartment,3000000.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0
Room Self Contained,Ikorodu,Apartment,800000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0
Executive Mini Flat,Ajuwon L Yakoyo/Alagbole Ojodu,Apartment,1500000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0
To Let New Room Self Contain At Aguda Surulere,Aguda Surulere,Apartment,1500000.0,1.0,1.0,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0
Room Self Contained,Oworonshoki Gbagada,Apartment,600000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0
Furnished 3 Bedroom Duplex With Bq To Let @ Ikoyi,Banana Island Ikoyi,Duplex,60000000.0,3.0,3.0,4.0,1,1,0,1,0,0,1,0,0,0,1,0,1
Luxury 2 Bedroom Apartment With Bq,Off Glover Road Old Ikoyi Ikoyi,Apartment,35000000.0,2.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
Furnished 3 Bedroom Apartment To Let @ Ikoyi,Banana Island Ikoyi,Apartment,55000000.0,3.0,3.0,4.0,0,0,0,0,0,0,1,0,0,0,1,0,1
5 Bedroom House For Leese @ Vi,Off Sanusi Fafunwa Sanusi Fafunwa Victoria Island,Apartment,100000000.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Newly Built 3 Bedroom Apartment,Off Freedom Way Lekki Phase 1 Lekki,Apartment,16000000.0,3.0,3.0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0
Big Single Room Self Contained To Let @ Vi,Akin Ogunlewe Ligali Ayorinde Victoria Island,Apartment,4000000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1
7 Units Of 3 Bedroom Furnished Apartments To Let @ Vi,Ajose Adeogun Street Victoria Island,Apartment,26000000.0,3.0,3.0,4.0,1,0,0,0,0,0,1,0,0,0,1,0,1
Mini Flat,Oniru Estate Oniru Victoria Island,Apartment,10000000.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1
Standard Mini Flat To Let @ Yaba,Alagomeji Yaba,Apartment,2500000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2 Bedroom Apartment With Bq,Chief Collins Lekki Phase 1 Lekki,Apartment,8000000.0,2.0,2.0,3.0,0,0,1,1,0,0,0,0,0,0,0,0,1
Big Single Room Self Contained,Agungi Lekki,Apartment,3000000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1
4 Bedrooms Duplex,Ogba Bus Stop Ogba,Duplex,6500000.0,4.0,3.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 Bedroom Flat With Bq,Lekki Phase 1 Lekki,Apartment,20000000.0,3.0,3.0,4.0,0,0,1,1,0,1,0,0,0,0,0,0,0
Brand New 2 Bedroom Flat,Off Una Road Via Obawole Iju,Apartment,3000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Bedroom Flat,Olowora Ojodu,Apartment,2200000.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 Bedroom Semi Detached Duplex,Gateway Zone Magodo Gra Phase 1 Ojodu,Duplex,15000000.0,4.0,4.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0
Newly Built Room Self Contained,Fako Estate Oke Ira Ogba,Apartment,1000000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
4 Bedrooms Semidetached Duplex,Gateway Zone Magodo Gra Phase 1 Ojodu,Duplex,12000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mini Flat,Obawole Ifako Ogba Ogba,Apartment,1500000.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Bedroom Flat,Obawole Ifako Ogba Ogba,Apartment,2500000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newly Built 6 Bedroom Detached Duplex,Maiyegun Beach Estate Lekki,Duplex,50000000.0,6.0,6.0,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0
3 Bedrooms Flat,Back Of School Olowora Ojodu,Apartment,4500000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brand New Mini Flat,Off Akilo Road Ifako Ogba Ogba,Apartment,2300000.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 Bedroom Flat With Bq,Off Castle And Temple Street Lekki Phase 1 Lekki,Apartment,15000000.0,3.0,3.0,4.0,0,0,0,1,0,0,0,1,1,0,0,0,0
2 Bedrooms Semidetached Duplex,Omole Phase 2 Ojodu,Duplex,8000000.0,2.0,2.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0
4 Bedroom Detached Duplex With Bq,Off Wempco Road Wempco Road Ogba,Duplex,15000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
2 Bedrooms Flat,Olowora Ojodu,Apartment,7000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Bedroom Flat,Behind Polaris Bank Omole Phase 2 Ojodu,Apartment,4000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Bedroom Flat,Obawole Ifako Ogba Ogba,Apartment,2000000.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0
6 Numbers Of 2 Bedroom Flat,Off Adeniyi Jones Adeniyi Jones Ikeja,Apartment,30000000.0,2.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0
3 Bedroom Flat,Waterfronts Estate Berger Ojodu,Apartment,6000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0
4 Bedroom Semi Detached Duplex With Bq,Maiyegun Beach Estate Ikate Lekki,Duplex,25000000.0,4.0,4.0,5.0,0,0,0,1,0,1,0,0,0,0,0,0,0
Room Self Contained,United Estate Yakoyo/Alagbole Ojodu,Apartment,1600000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0
5 Bedroom Semi Detached Duplex With Bq,Off Felicia Alarape Ikate Lekki,Duplex,20000000.0,5.0,5.0,6.0,0,0,0,1,0,0,1,1,1,1,0,0,0
3 Bedroom Flat With Bq,Ocean Bay Estate Orchid Lekki,Apartment,8000000.0,3.0,3.0,4.0,0,0,0,1,0,1,0,1,0,1,1,0,0
4 Bedroom Detached Duplex With Bq,Northern Foreshore Estate Chevron Lekki,Duplex,12000000.0,4.0,4.0,5.0,0,0,1,1,0,0,0,1,0,0,0,0,0
Mini Flat,Behind Polaris Bank Omole Phase 2 Ojodu,Apartment,2500000.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 Bedrooms Duplex,Gateway Zone Magodo Gra Phase 1 Ojodu,Duplex,14000000.0,5.0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Bedroom Flat,Omole Phase 2 Ojodu,Apartment,7500000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mini Flat,Off Grammar School Bus Stop Berger Ojodu,Apartment,1500000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Executive Single Room Self Contained,Off Palace Road Oniru Victoria Island,Apartment,4500000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Executive Mini Flat,Off Palace Road Oniru Victoria Island,Apartment,6000000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2 Bedroom Flat,Haruna Sangotedo Ajah,Apartment,3500000.0,2.0,2.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0
New 3 Bedrooms Flat For Rent At Therra Annex Ajah,Therra Annex Sangotedo Ajah,Apartment,5000000.0,3.0,3.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0
Newly Built 4 Bedroom Terrace Duplex,By Skymall Olokonla Ajah,Duplex,6000000.0,4.0,4.0,5.0,0,0,1,0,0,0,0,1,1,0,0,0,0
Newly Built 2 Bedroom Terrace Duplex,Sangotedo Ajah,Duplex,4500000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standard Room Shared Apartment,Osapa London Lekki,Apartment,1500000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Studio Apartment,Paradise 3 Estate Chevron Drive Lekki,Apartment,2800000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard Studio Apartment,Chisco Ikate Lekki,Apartment,3800000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
Newly Built 2 Bedroom Terrace Duplex,Ologolo Lekki,Duplex,8500000.0,2.0,2.0,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0
Standard 3 Bedroom Flat,Osapa London Lekki,Apartment,6500000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 Bedroom Flat,Lekki Conservation Center 2Nd Toll Gate 2Nd Toll Gate Lekki,Apartment,6000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 Bedroom Apartment,Eeman Court Lafiaji Off Orchid Road Lekki,Apartment,5000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard 4 Bedroom Terrace Duplex,Excel Gardens Estate Orchid Rd Lekki Orchid Lekki,Duplex,8000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,1,1,0,0,0,0
Standard 3 Bedroom Flat Apartment With Bq,Agungi Lekki Agungi Lekki,Apartment,6000000.0,3.0,3.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0
Mini Flat,Salem Lekki Ilasan Lekki,Apartment,4500000.0,1.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0
4 Bedroom Duplex,Spg Road Ologolo Spg Road Lekki,Duplex,10000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
Studio Apartment,Van Daniel Estate Orchid Rd Lekki Orchid Lekki,Apartment,3500000.0,1.0,1.0,3.0,0,0,0,0,0,1,0,1,0,0,0,0,0
Newly Built 2 Bedroom Flat,Igbo Efon Lekki Igbo Efon Lekki,Apartment,6500000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard Self Contain Apartment,Plantinum Way Jakande Lekki Jakande Lekki,Apartment,2500000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard Master Bedroom Shared Apartment,Ikota Lekki,Apartment,2800000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Room Self Contain,Lekki Phase 1 Lekki Phase 1 Lekki,Apartment,3500000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Bedroom In A Shared Apartment,Osapa London Lekki,Apartment,3800000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
Serviced Mini Flat,New Road Chevron Lekki Chevron Lekki,Apartment,5000000.0,1.0,1.0,2.0,1,1,1,0,0,0,0,1,0,0,0,1,0
Masters Bedroom,Osapa London Lekki Osapa London Lekki,Apartment,2500000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
Studio Apartment,Igbo Efon Lekki,Apartment,2000000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard Studio Apartment,Agungi Beside Dominos Pizza Agungi Lekki,Apartment,3000000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
Studio Apartment,Chevy View Estate Lekki Chevron Lekki,Apartment,2500000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mini Flat,Osapa London Lekki,Apartment,5500000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
Studio Apartment,Paradise 3 Estate Chevron Drive Chevron Lekki,Apartment,3000000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,1,1,0,0,0,0
A Room In A Shared Apartment,Ikota Lekki,Apartment,1500000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standard Mini Flat,Marwa Lekki Phase 1 Marwa Lekki,Apartment,5500000.0,1.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Standard Room Self Contain,Osapa London Lekki,Apartment,2300000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Room In A Shared Apartment,Salem Ikate Lekki,Apartment,2500000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Bedroom,Osapa London Lekki Osapa London Lekki,Apartment,3500000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 Bedroom Flat,Ologolo Lekki Ologolo Lekki,Apartment,10000000.0,2.0,2.0,3.0,0,0,0,0,0,0,1,1,0,0,0,0,0
Standard 3 Bedroom Massionette,Osapa London Lekki Osapa London Lekki,Apartment,8500000.0,3.0,3.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0,0
Newly Built 4 Bedroom Duplex With Bq,Spg Road Ologolo Lekki,Duplex,10000000.0,4.0,4.0,5.0,0,0,0,1,0,1,0,1,1,0,0,0,0
Studio Apartment,Bera Estate Chevron Lekki,Apartment,2000000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
Studio Apartment,Chevy View Estate Chevron Drive Lekki,Apartment,2000000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serviced Mini Flat,Paradise 3 Estate Chevron Drive Lekki,Apartment,3800000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard Mini Flat,Chevy View Estate Lekki,Apartment,3500000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3 Bedroom Flat,Oniru Victoria Island Oniru Victoria Island,Apartment,25000000.0,3.0,3.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0
Studio Apartment,Igbo Efon Lekki Igbo Efon Lekki,Apartment,3000000.0,1.0,1.0,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0
2 Bedroom Flat,Atlantic View Estate New Road Igbo Efon Lekki,Apartment,6000000.0,2.0,2.0,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0
Studio Apartment,Chevy View Estate Lekki Chevron Lekki,Apartment,2200000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard 2 Bedroom Flat,Salem Ikate Lekki,Apartment,7000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
